id,Gender,CustomerType,Age,TravelType,Class,FlightDistance,InflightWifi,FoodAndDrink,SeatComfort,InflightEntertainment,OnboardService,LegRoomService,InflightService,Cleanliness,Satisfaction
49933,Female,Loyal Customer,48,Business travel,Business,3260,3,4,3,3,3,3,3,1,neutral or dissatisfied
20626,Female,Loyal Customer,59,Business travel,Business,3351,2,4,4,2,2,2,2,1,neutral or dissatisfied
36485,Male,Loyal Customer,57,Business travel,Business,3140,3,4,3,3,3,3,3,4,neutral or dissatisfied
7365,Female,Loyal Customer,42,Business travel,Business,3647,3,2,5,5,5,5,5,5,satisfied
102279,Male,Loyal Customer,37,Business travel,Business,3592,3,2,4,3,3,3,3,4,neutral or dissatisfied
107587,Male,Loyal Customer,53,Business travel,Business,3537,3,5,5,5,5,5,5,5,satisfied
84727,Female,Loyal Customer,40,Business travel,Business,3521,3,2,4,2,2,2,2,5,satisfied
83934,Male,Loyal Customer,46,Business travel,Business,3724,5,4,4,4,4,4,4,4,satisfied
76816,Male,Loyal Customer,31,Business travel,Business,3095,5,5,5,5,5,3,5,5,satisfied
15539,Female,Loyal Customer,32,Business travel,Business,3611,4,4,4,4,5,4,4,4,satisfied
31116,Male,Loyal Customer,24,Business travel,Business,3920,1,4,4,4,3,4,5,4,satisfied
81924,Female,Loyal Customer,42,Business travel,Business,3535,5,2,4,3,3,3,3,4,satisfied
93680,Male,Loyal Customer,60,Business travel,Business,3254,5,2,5,4,4,4,4,5,satisfied
72023,Female,Loyal Customer,53,Business travel,Business,3784,3,4,4,5,3,4,5,4,satisfied
97574,Female,Loyal Customer,53,Business travel,Business,3497,5,5,4,3,3,3,3,3,satisfied
67683,Female,Loyal Customer,57,Business travel,Business,3161,5,3,4,5,5,5,5,3,satisfied
48500,Female,Loyal Customer,24,Business travel,Business,3795,3,5,5,5,3,5,3,5,satisfied
58151,Female,Loyal Customer,42,Business travel,Business,3239,5,2,5,4,4,5,4,4,satisfied
79934,Female,Loyal Customer,31,Business travel,Business,3025,3,5,5,5,5,2,4,5,satisfied
67680,Female,Loyal Customer,47,Business travel,Business,3835,1,4,4,5,5,5,5,4,satisfied
25499,Female,Loyal Customer,33,Business travel,Business,3889,5,2,2,2,2,2,2,3,satisfied
107462,Male,Loyal Customer,33,Business travel,Business,3684,2,5,5,5,3,3,4,5,satisfied
69800,Male,Loyal Customer,46,Business travel,Business,3331,4,5,4,4,4,4,4,4,satisfied
102572,Male,Loyal Customer,52,Business travel,Business,3825,2,3,5,4,4,4,4,4,satisfied
88454,Female,Loyal Customer,48,Business travel,Business,3358,4,5,4,5,5,5,5,3,satisfied
59921,Male,Loyal Customer,35,Business travel,Business,3754,3,3,4,3,3,3,3,3,neutral or dissatisfied
49976,Female,Loyal Customer,69,Business travel,Business,3055,1,4,3,1,1,1,1,4,neutral or dissatisfied
95699,Male,Loyal Customer,33,Business travel,Business,3233,3,4,4,4,3,4,5,4,satisfied
61119,Male,Loyal Customer,60,Business travel,Business,3967,5,2,5,4,4,5,4,4,satisfied
102024,Female,Loyal Customer,43,Business travel,Business,3194,2,4,5,3,3,3,3,4,satisfied
106613,Female,Loyal Customer,57,Business travel,Business,3131,4,2,5,4,4,4,4,4,satisfied
49852,Female,Loyal Customer,47,Business travel,Business,3506,4,1,1,4,4,4,4,2,satisfied
4373,Female,Loyal Customer,22,Business travel,Business,3487,3,3,3,1,4,3,2,3,neutral or dissatisfied
90819,Female,Loyal Customer,39,Business travel,Business,3499,3,3,4,3,3,3,3,4,neutral or dissatisfied
104330,Female,Loyal Customer,33,Business travel,Business,3877,2,3,3,2,2,2,2,3,neutral or dissatisfied
7572,Female,Loyal Customer,59,Business travel,Business,3718,2,3,5,5,5,5,5,3,satisfied
82880,Male,Loyal Customer,25,Business travel,Business,3214,2,2,2,2,1,2,2,2,neutral or dissatisfied
42473,Male,Loyal Customer,59,Business travel,Business,3644,5,1,4,4,4,4,4,1,satisfied
64883,Female,Loyal Customer,39,Business travel,Business,3649,3,1,4,3,3,3,3,4,neutral or dissatisfied
66494,Male,Loyal Customer,48,Business travel,Business,3165,2,2,4,5,5,5,5,3,satisfied
4462,Female,Loyal Customer,56,Business travel,Business,3532,1,4,4,2,2,2,2,4,satisfied
19879,Female,Loyal Customer,54,Business travel,Business,3774,4,3,5,4,4,4,4,1,satisfied
120732,Male,Loyal Customer,50,Business travel,Business,3477,2,3,5,4,4,4,4,3,satisfied
71606,Male,Loyal Customer,30,Business travel,Business,3857,5,5,5,5,4,2,4,5,satisfied
88968,Female,Loyal Customer,58,Business travel,Business,3543,1,5,4,1,1,2,1,1,neutral or dissatisfied
24601,Male,Loyal Customer,29,Business travel,Business,3788,1,4,4,4,4,2,4,4,satisfied
121661,Male,Loyal Customer,56,Business travel,Business,3991,0,4,4,2,2,2,2,4,satisfied
49502,Male,Loyal Customer,27,Business travel,Business,3989,5,5,5,5,5,2,5,5,satisfied
119814,Female,Loyal Customer,49,Business travel,Business,3842,2,4,5,2,2,2,2,3,satisfied
68541,Male,Loyal Customer,69,Business travel,Business,3929,2,3,1,3,3,2,3,1,satisfied
10385,Male,Loyal Customer,45,Business travel,Business,3523,2,2,4,5,5,5,5,4,satisfied
110300,Female,Loyal Customer,35,Business travel,Business,3566,4,4,4,4,4,4,4,5,satisfied
102091,Female,Loyal Customer,41,Business travel,Business,3933,3,3,3,5,2,5,3,3,satisfied
121167,Female,Loyal Customer,37,Business travel,Business,3974,4,2,4,4,4,4,4,4,neutral or dissatisfied
126513,Male,Loyal Customer,46,Business travel,Business,3245,4,4,3,4,4,4,4,2,neutral or dissatisfied
7579,Male,Loyal Customer,57,Business travel,Business,3697,1,2,4,5,5,5,5,4,satisfied
63285,Male,Loyal Customer,44,Business travel,Business,3377,4,4,4,5,5,5,5,4,satisfied
114263,Male,Loyal Customer,37,Business travel,Business,3971,2,1,4,2,2,2,2,2,neutral or dissatisfied
65558,Female,Loyal Customer,54,Business travel,Business,3519,4,4,5,5,5,5,5,5,satisfied
119182,Male,Loyal Customer,42,Business travel,Business,3941,3,5,4,3,3,4,3,3,satisfied
82160,Female,Loyal Customer,56,Business travel,Business,3304,2,2,3,2,2,2,2,4,neutral or dissatisfied
46473,Male,Loyal Customer,44,Business travel,Business,3419,0,4,4,1,1,1,1,3,satisfied
12400,Female,Loyal Customer,60,Business travel,Business,3261,2,2,4,2,2,2,2,3,neutral or dissatisfied
61189,Male,Loyal Customer,61,Business travel,Business,3347,1,3,5,5,5,5,5,5,satisfied
42688,Male,Loyal Customer,40,Business travel,Business,3325,3,4,4,3,3,4,3,2,neutral or dissatisfied
36308,Male,Loyal Customer,35,Business travel,Business,3246,5,5,4,4,4,4,4,4,satisfied
125670,Male,Loyal Customer,44,Business travel,Business,3898,4,1,4,4,4,4,4,3,neutral or dissatisfied
83155,Male,Loyal Customer,48,Business travel,Business,3354,4,5,4,4,4,4,4,4,satisfied
94947,Female,Loyal Customer,49,Business travel,Business,3313,1,1,4,1,1,1,1,2,neutral or dissatisfied
44075,Female,Loyal Customer,24,Business travel,Business,3326,2,5,5,5,3,3,3,5,satisfied
49728,Male,Loyal Customer,34,Business travel,Business,3036,3,2,4,5,5,5,5,3,satisfied
49141,Female,Loyal Customer,77,Business travel,Business,3639,1,1,1,4,4,4,4,2,satisfied
8048,Female,Loyal Customer,32,Business travel,Business,3212,5,4,4,4,4,2,4,4,satisfied
1012,Male,Loyal Customer,54,Business travel,Business,3098,3,1,1,5,5,5,5,2,satisfied
8810,Female,Loyal Customer,40,Business travel,Business,3492,2,5,4,3,3,4,3,3,satisfied
89974,Male,Loyal Customer,28,Business travel,Business,3147,4,5,5,5,4,4,5,5,satisfied
86776,Female,Loyal Customer,41,Business travel,Business,3249,3,4,5,3,3,3,3,4,satisfied
72027,Female,Loyal Customer,49,Business travel,Business,3711,5,4,4,5,3,4,4,4,satisfied
48650,Female,Loyal Customer,51,Business travel,Business,3882,3,3,5,4,4,4,4,4,satisfied
867,Female,Loyal Customer,45,Business travel,Business,3665,1,5,3,3,3,3,3,1,neutral or dissatisfied
71488,Female,Loyal Customer,48,Business travel,Business,3558,1,1,1,2,4,3,3,1,neutral or dissatisfied
96986,Female,Loyal Customer,42,Business travel,Business,3929,4,4,4,3,3,4,3,5,satisfied
70633,Female,Loyal Customer,51,Business travel,Business,3879,3,3,5,5,5,5,5,3,satisfied
59888,Female,Loyal Customer,45,Business travel,Business,3356,2,3,5,4,4,4,4,5,satisfied
128330,Male,Loyal Customer,41,Business travel,Business,3575,1,2,5,5,5,5,5,3,satisfied
103580,Female,Loyal Customer,57,Business travel,Business,3590,5,4,5,4,4,4,4,3,satisfied
11707,Female,Loyal Customer,52,Business travel,Business,3338,3,5,4,3,3,4,3,3,satisfied
102387,Male,Loyal Customer,35,Business travel,Business,3097,3,3,4,3,3,4,3,1,neutral or dissatisfied
40109,Female,Loyal Customer,70,Business travel,Business,3922,3,2,3,3,3,3,3,1,neutral or dissatisfied
46449,Male,Loyal Customer,41,Business travel,Business,3132,4,5,5,5,5,4,5,4,satisfied
48082,Male,Loyal Customer,43,Business travel,Business,3530,2,1,3,3,3,4,3,4,satisfied
95805,Female,Loyal Customer,43,Business travel,Business,3094,1,1,3,1,1,1,1,1,neutral or dissatisfied
88380,Male,Loyal Customer,30,Business travel,Business,3239,3,3,3,3,4,1,4,3,neutral or dissatisfied
66202,Female,Loyal Customer,35,Business travel,Business,3210,3,3,3,3,3,3,3,1,neutral or dissatisfied
118278,Female,Loyal Customer,36,Business travel,Business,3166,2,2,4,3,3,4,3,4,satisfied
112387,Male,Loyal Customer,41,Business travel,Business,3932,3,4,5,5,5,5,5,3,satisfied
55726,Male,Loyal Customer,52,Business travel,Business,3509,3,5,3,3,3,3,3,2,neutral or dissatisfied
116974,Female,Loyal Customer,36,Business travel,Business,3850,1,3,2,1,1,1,1,4,neutral or dissatisfied
18214,Male,Loyal Customer,49,Business travel,Business,3622,4,5,5,4,4,4,4,1,satisfied
15989,Female,Loyal Customer,32,Business travel,Business,3541,3,5,5,5,5,4,1,5,satisfied
91422,Female,Loyal Customer,53,Business travel,Business,3016,5,5,5,5,5,5,5,4,satisfied
41353,Male,Loyal Customer,27,Business travel,Business,3535,4,4,4,4,3,3,4,4,satisfied
15585,Female,Loyal Customer,55,Business travel,Business,3301,1,5,2,1,1,1,1,2,neutral or dissatisfied
99827,Male,Loyal Customer,46,Business travel,Business,3872,5,5,5,4,4,4,4,3,satisfied
87752,Male,Loyal Customer,45,Business travel,Business,3180,5,2,4,4,4,4,4,5,satisfied
39058,Female,Loyal Customer,60,Business travel,Business,3854,5,5,4,4,4,4,4,4,satisfied
80353,Male,Loyal Customer,40,Business travel,Business,3748,2,2,5,5,5,5,5,4,satisfied
77346,Female,Loyal Customer,48,Business travel,Business,3794,2,4,5,4,4,4,4,3,satisfied
112792,Female,Loyal Customer,49,Business travel,Business,3248,4,4,4,5,5,5,5,4,satisfied
126179,Male,Loyal Customer,70,Business travel,Business,3080,1,3,3,1,1,2,1,2,neutral or dissatisfied
128320,Female,Loyal Customer,45,Business travel,Business,3743,1,3,5,5,5,5,5,4,satisfied
10483,Female,Loyal Customer,54,Business travel,Business,3513,3,2,5,4,4,4,4,5,satisfied
68738,Female,Loyal Customer,51,Business travel,Business,3855,3,4,4,4,4,4,4,3,satisfied
113187,Male,Loyal Customer,42,Business travel,Business,3385,1,2,4,5,5,5,5,4,satisfied
56376,Female,Loyal Customer,39,Business travel,Business,3753,3,2,5,5,5,5,5,3,satisfied
52166,Female,Loyal Customer,32,Business travel,Business,3465,2,4,4,4,2,2,5,4,satisfied
9523,Female,Loyal Customer,38,Business travel,Business,3995,3,3,4,3,3,3,3,2,neutral or dissatisfied
99657,Male,Loyal Customer,48,Business travel,Business,3567,5,2,4,4,4,4,4,1,satisfied
106251,Male,Loyal Customer,35,Business travel,Business,3899,2,5,4,3,3,4,3,3,satisfied
55230,Female,Loyal Customer,47,Business travel,Business,3799,5,4,5,4,4,4,4,3,satisfied
115423,Female,Loyal Customer,23,Business travel,Business,3571,4,4,4,4,3,4,4,4,neutral or dissatisfied
3690,Male,Loyal Customer,22,Business travel,Business,3010,1,4,4,4,5,3,5,4,satisfied
37840,Male,Loyal Customer,40,Business travel,Business,3025,4,2,1,4,4,4,4,2,satisfied
61176,Male,Loyal Customer,47,Business travel,Business,3607,3,4,5,5,5,5,5,5,satisfied
22790,Male,Loyal Customer,50,Business travel,Business,3449,1,2,2,4,4,4,4,5,satisfied
25046,Female,Loyal Customer,47,Business travel,Business,3439,1,2,4,3,3,3,3,3,satisfied
14689,Male,Loyal Customer,34,Business travel,Business,3848,1,1,4,5,5,5,5,4,satisfied
43694,Male,Loyal Customer,27,Business travel,Business,3229,0,2,2,2,3,2,3,2,satisfied
97290,Male,Loyal Customer,42,Business travel,Business,3011,4,4,5,5,5,4,5,4,satisfied
26264,Male,Loyal Customer,43,Business travel,Business,3302,2,4,4,3,3,4,3,3,satisfied
86224,Female,Loyal Customer,25,Business travel,Business,3431,2,2,2,2,3,2,3,2,neutral or dissatisfied
25475,Female,Loyal Customer,28,Business travel,Business,3129,3,3,3,3,3,1,3,3,neutral or dissatisfied
4765,Female,Loyal Customer,38,Business travel,Business,3394,0,2,5,5,5,5,5,3,satisfied
61028,Female,Loyal Customer,13,Business travel,Eco Plus,3365,4,4,4,1,1,3,2,4,neutral or dissatisfied
5606,Male,Loyal Customer,42,Business travel,Business,3682,5,5,5,4,4,4,4,4,satisfied
58422,Male,Loyal Customer,54,Business travel,Business,3402,2,4,2,2,2,2,2,4,neutral or dissatisfied
117553,Male,Loyal Customer,49,Business travel,Business,3154,3,3,5,4,4,4,4,5,satisfied
69231,Male,Loyal Customer,48,Business travel,Business,3584,2,3,4,5,5,5,5,3,satisfied
106379,Female,Loyal Customer,50,Business travel,Business,3568,2,4,5,4,4,4,4,3,satisfied
97771,Male,Loyal Customer,35,Business travel,Business,3214,1,5,5,5,5,5,5,4,satisfied
84772,Male,Loyal Customer,44,Business travel,Business,3028,2,4,5,4,4,4,4,5,satisfied
36186,Male,Loyal Customer,55,Business travel,Business,3374,2,1,4,2,2,2,2,3,neutral or dissatisfied
11635,Male,Loyal Customer,22,Business travel,Business,3056,3,4,4,4,3,3,4,4,satisfied
124701,Male,Loyal Customer,56,Business travel,Business,3817,1,4,2,5,5,5,5,1,satisfied
89975,Female,Loyal Customer,52,Business travel,Business,3076,5,3,5,4,4,4,4,5,satisfied
31351,Male,Loyal Customer,50,Business travel,Business,3129,4,4,4,4,4,4,4,5,satisfied
87737,Male,Loyal Customer,35,Personal Travel,Eco,4502,1,1,3,1,2,2,2,3,neutral or dissatisfied
35293,Male,Loyal Customer,21,Business travel,Business,3530,3,3,3,1,2,2,3,3,neutral or dissatisfied
114648,Male,Loyal Customer,45,Business travel,Business,3588,3,4,4,4,3,4,5,4,satisfied
117286,Male,Loyal Customer,54,Business travel,Business,3054,0,2,4,5,5,5,5,4,satisfied
109807,Male,Loyal Customer,59,Business travel,Business,3652,3,4,4,3,3,3,3,3,satisfied
100791,Male,Loyal Customer,30,Business travel,Business,3236,5,4,4,4,3,2,4,4,satisfied
115006,Male,Loyal Customer,55,Business travel,Business,3737,2,3,4,4,4,4,4,4,satisfied
101274,Female,Loyal Customer,24,Business travel,Business,3198,3,5,5,5,4,5,5,5,satisfied
37320,Female,Loyal Customer,27,Business travel,Business,3869,1,4,4,2,5,2,1,4,satisfied
46663,Male,Loyal Customer,33,Business travel,Business,3320,1,5,3,5,3,5,2,5,satisfied
124883,Female,Loyal Customer,19,Business travel,Business,3979,4,4,4,4,3,5,4,4,satisfied
37328,Male,Loyal Customer,31,Business travel,Business,3920,5,5,5,5,3,3,3,5,satisfied
81402,Male,Loyal Customer,35,Business travel,Business,3401,4,5,5,4,4,4,4,5,satisfied
89285,Male,Loyal Customer,21,Business travel,Business,3586,5,5,5,5,3,4,4,5,satisfied
8087,Male,Loyal Customer,50,Business travel,Business,3638,5,3,4,4,4,4,4,4,satisfied
74323,Male,Loyal Customer,29,Business travel,Business,3692,2,5,5,4,4,5,5,5,satisfied
122521,Male,Loyal Customer,41,Business travel,Business,3520,5,3,4,3,3,3,3,5,satisfied
57415,Female,Loyal Customer,59,Business travel,Business,3887,4,3,1,4,4,4,4,5,satisfied
88149,Male,Loyal Customer,56,Business travel,Business,3207,3,4,4,5,5,5,5,3,satisfied
109031,Female,Loyal Customer,22,Business travel,Business,3934,2,5,5,5,5,2,4,5,satisfied
112315,Male,Loyal Customer,33,Business travel,Business,3305,3,2,2,2,5,2,4,2,satisfied
7385,Female,Loyal Customer,35,Business travel,Business,3485,3,5,5,4,4,4,4,3,satisfied
2162,Female,Loyal Customer,59,Business travel,Business,3647,5,5,4,4,4,4,4,4,satisfied
53668,Female,Loyal Customer,22,Business travel,Business,3459,3,4,4,4,4,3,1,4,satisfied
60076,Female,Loyal Customer,46,Business travel,Business,3532,2,2,5,3,3,3,3,4,satisfied
114140,Female,Loyal Customer,42,Business travel,Business,3275,5,4,5,4,4,4,4,3,satisfied
63624,Male,Loyal Customer,52,Business travel,Business,3279,1,5,4,1,1,1,1,1,neutral or dissatisfied
91526,Male,Loyal Customer,52,Business travel,Business,3382,4,4,5,5,5,5,5,5,satisfied
646,Male,Loyal Customer,52,Business travel,Business,3811,0,5,4,3,3,3,3,4,satisfied
20334,Male,Loyal Customer,60,Business travel,Business,3833,2,5,3,4,4,4,4,4,satisfied
5489,Male,Loyal Customer,51,Business travel,Business,3306,3,2,5,4,4,4,4,4,satisfied
22156,Male,Loyal Customer,29,Business travel,Business,3185,3,3,3,3,5,3,3,3,satisfied
96021,Female,Loyal Customer,15,Business travel,Business,3993,3,3,3,3,4,4,4,3,neutral or dissatisfied
10532,Female,Loyal Customer,54,Business travel,Business,3392,5,2,5,4,4,4,4,3,satisfied
6997,Male,Loyal Customer,52,Business travel,Business,3454,3,3,3,4,3,3,3,3,neutral or dissatisfied
46852,Female,Loyal Customer,47,Business travel,Business,3536,4,3,5,5,5,5,5,4,satisfied
5611,Male,Loyal Customer,54,Business travel,Business,3888,4,4,5,4,4,4,4,4,satisfied
34918,Male,Loyal Customer,23,Business travel,Business,3711,4,5,5,5,1,3,1,5,satisfied
28340,Female,Loyal Customer,47,Business travel,Business,3664,2,1,3,2,2,2,2,4,neutral or dissatisfied
94597,Female,Loyal Customer,55,Business travel,Business,3679,4,3,5,4,4,4,4,4,satisfied
78148,Female,Loyal Customer,46,Business travel,Business,3444,0,3,4,4,4,2,4,3,satisfied
29012,Female,Loyal Customer,52,Business travel,Business,3558,2,3,4,5,5,5,5,1,satisfied
107675,Male,Loyal Customer,48,Business travel,Business,3274,0,3,5,3,3,3,3,4,satisfied
103567,Male,Loyal Customer,41,Business travel,Business,3303,4,3,4,4,4,4,4,4,satisfied
75971,Male,Loyal Customer,57,Business travel,Business,3651,3,5,4,5,5,5,5,5,satisfied
9448,Male,Loyal Customer,41,Business travel,Business,3149,2,5,3,2,2,2,2,3,neutral or dissatisfied
83405,Female,Loyal Customer,50,Business travel,Business,3831,2,4,4,3,3,3,3,3,satisfied
87457,Female,Loyal Customer,49,Business travel,Business,3156,3,5,5,5,5,5,5,4,satisfied
114036,Female,Loyal Customer,42,Business travel,Business,3956,4,3,5,4,4,4,4,4,satisfied
118986,Male,Loyal Customer,31,Business travel,Business,3354,4,4,4,4,3,4,4,4,satisfied
113546,Female,Loyal Customer,63,Business travel,Business,3762,1,4,4,5,5,5,5,3,satisfied
96987,Male,Loyal Customer,58,Business travel,Business,3216,2,2,2,2,2,2,2,3,neutral or dissatisfied
118998,Male,Loyal Customer,35,Business travel,Business,3835,3,5,5,5,5,5,5,5,satisfied
66782,Female,Loyal Customer,53,Business travel,Business,3711,3,4,3,5,5,4,4,3,satisfied
123814,Female,Loyal Customer,59,Business travel,Business,3818,1,5,5,5,5,5,5,3,satisfied
11678,Male,Loyal Customer,43,Business travel,Business,3730,5,5,4,5,5,5,5,4,satisfied
108014,Female,Loyal Customer,59,Business travel,Business,3133,2,5,4,4,4,5,4,5,satisfied
43638,Male,Loyal Customer,25,Business travel,Business,3982,2,4,4,4,3,2,2,4,satisfied
31812,Male,Loyal Customer,42,Business travel,Business,4983,3,5,4,4,5,4,2,4,satisfied
35307,Male,Loyal Customer,46,Business travel,Business,3273,2,4,4,2,2,2,2,4,neutral or dissatisfied
111051,Female,Loyal Customer,52,Business travel,Business,3214,1,4,3,4,4,4,4,2,satisfied
112815,Male,Loyal Customer,50,Business travel,Business,3628,4,4,4,4,4,4,4,3,satisfied
104688,Male,Loyal Customer,48,Business travel,Business,3386,0,2,5,2,2,3,2,4,satisfied
1311,Male,Loyal Customer,42,Business travel,Business,3521,1,2,4,5,5,5,5,4,satisfied
72344,Male,Loyal Customer,47,Business travel,Business,3633,1,2,3,1,1,1,1,4,neutral or dissatisfied
82848,Female,Loyal Customer,40,Business travel,Business,3473,5,3,4,5,5,5,5,4,satisfied
107929,Male,Loyal Customer,49,Business travel,Business,3982,3,3,4,4,4,4,4,4,satisfied
53215,Female,Loyal Customer,29,Business travel,Business,3240,4,4,4,4,3,1,3,4,neutral or dissatisfied
46359,Female,Loyal Customer,52,Business travel,Business,3246,2,4,2,2,2,2,2,4,neutral or dissatisfied
119268,Female,Loyal Customer,54,Business travel,Business,3964,0,3,5,4,4,4,4,3,satisfied
78180,Male,Loyal Customer,43,Business travel,Business,3851,3,4,5,5,5,5,5,4,satisfied
5200,Male,Loyal Customer,42,Business travel,Business,3482,2,4,4,5,5,4,5,5,satisfied
396,Male,Loyal Customer,35,Business travel,Business,3838,3,1,3,3,3,3,3,3,neutral or dissatisfied
13323,Male,Loyal Customer,59,Business travel,Business,3892,5,4,5,4,4,4,4,5,satisfied
40678,Female,Loyal Customer,28,Business travel,Business,3409,3,3,3,3,3,3,1,3,satisfied
6359,Male,Loyal Customer,23,Business travel,Business,3257,3,3,3,3,2,5,3,3,neutral or dissatisfied
78906,Female,Loyal Customer,50,Business travel,Business,3890,3,5,5,3,3,3,3,4,satisfied
20735,Male,Loyal Customer,52,Business travel,Business,3827,2,5,4,4,4,5,4,5,satisfied
115932,Male,Loyal Customer,37,Business travel,Business,3736,2,2,1,2,2,1,2,3,neutral or dissatisfied
106371,Female,Loyal Customer,32,Business travel,Business,3251,2,3,3,3,4,5,4,3,satisfied
31301,Male,Loyal Customer,26,Business travel,Business,3103,4,4,4,4,3,2,5,4,satisfied
55525,Female,Loyal Customer,57,Business travel,Business,3516,4,3,5,4,4,4,4,5,satisfied
108281,Female,Loyal Customer,52,Business travel,Business,3669,3,5,4,4,4,4,4,3,satisfied
93359,Male,Loyal Customer,55,Business travel,Business,3070,3,1,4,3,3,2,3,3,neutral or dissatisfied
94530,Male,Loyal Customer,43,Business travel,Business,3537,3,4,4,5,5,5,5,4,satisfied
3233,Male,Loyal Customer,51,Business travel,Business,3464,4,5,3,4,4,4,4,1,neutral or dissatisfied
97534,Male,Loyal Customer,44,Business travel,Business,3765,5,5,5,5,5,5,3,5,satisfied
40255,Male,Loyal Customer,38,Business travel,Business,3733,1,2,2,4,4,4,4,4,satisfied
17868,Male,Loyal Customer,25,Business travel,Business,3651,4,4,4,4,5,4,3,4,satisfied
115512,Male,Loyal Customer,49,Business travel,Business,3719,2,5,4,5,5,5,5,3,satisfied
119802,Male,Loyal Customer,39,Business travel,Business,3868,3,2,5,1,1,2,1,5,satisfied
122891,Male,Loyal Customer,44,Business travel,Business,3343,3,2,5,5,5,5,5,3,satisfied
127373,Male,Loyal Customer,55,Business travel,Business,3101,2,2,5,5,5,5,5,3,satisfied
94607,Male,Loyal Customer,58,Business travel,Business,3138,1,2,5,4,4,4,4,4,satisfied
100548,Female,Loyal Customer,28,Business travel,Business,3628,3,4,4,4,3,2,4,4,satisfied
65441,Female,Loyal Customer,28,Business travel,Business,3733,3,5,5,5,4,4,5,5,satisfied
80953,Male,Loyal Customer,71,Business travel,Business,3269,3,4,5,5,1,1,3,5,satisfied
113200,Female,Loyal Customer,39,Business travel,Business,3007,3,4,5,5,5,5,5,5,satisfied
8494,Female,Loyal Customer,57,Business travel,Business,3535,3,4,5,5,5,5,5,5,satisfied
65564,Female,Loyal Customer,42,Business travel,Business,3142,3,5,4,4,4,4,4,3,satisfied
38351,Male,Loyal Customer,45,Business travel,Business,3038,2,5,2,4,4,4,4,2,satisfied
121991,Female,Loyal Customer,57,Business travel,Business,3038,3,3,4,5,5,5,5,5,satisfied
85066,Female,Loyal Customer,25,Business travel,Business,3248,1,5,5,5,3,2,4,5,satisfied
117028,Male,Loyal Customer,65,Business travel,Business,3193,2,2,3,2,2,2,2,3,neutral or dissatisfied
20046,Male,Loyal Customer,26,Business travel,Business,3422,4,5,5,5,5,2,1,5,satisfied
2928,Female,Loyal Customer,40,Business travel,Business,3711,4,2,5,4,4,4,4,4,satisfied
45405,Male,Loyal Customer,42,Business travel,Business,3791,4,2,4,5,5,5,5,3,satisfied
6884,Female,Loyal Customer,61,Business travel,Business,3725,2,4,4,5,5,4,5,4,satisfied
118423,Male,Loyal Customer,50,Business travel,Business,3100,1,4,4,3,3,4,3,5,satisfied
68757,Male,Loyal Customer,40,Business travel,Business,3693,2,5,4,4,4,4,4,5,satisfied
82973,Female,Loyal Customer,36,Business travel,Business,3918,3,2,4,4,4,4,4,4,satisfied
104526,Female,Loyal Customer,42,Business travel,Business,3163,4,3,5,5,5,4,5,4,satisfied
23512,Male,Loyal Customer,56,Business travel,Business,3750,4,4,4,5,5,5,5,4,satisfied
58158,Male,Loyal Customer,25,Business travel,Business,3018,1,5,5,5,4,5,5,5,satisfied
93114,Female,Loyal Customer,52,Business travel,Business,3734,4,3,5,5,5,5,5,4,satisfied
79645,Female,Loyal Customer,53,Business travel,Business,3075,1,1,3,5,5,0,5,1,neutral or dissatisfied
87461,Male,Loyal Customer,51,Business travel,Business,3173,3,3,4,3,3,4,3,5,satisfied
108903,Female,Loyal Customer,53,Business travel,Business,3610,3,2,3,3,3,3,3,4,neutral or dissatisfied
102356,Female,Loyal Customer,37,Business travel,Business,3336,4,4,3,4,4,4,4,4,neutral or dissatisfied
57471,Male,Loyal Customer,50,Business travel,Business,3353,2,4,5,5,5,5,5,3,satisfied
5792,Female,Loyal Customer,55,Business travel,Business,3482,4,4,4,5,2,5,4,4,satisfied
59765,Female,Loyal Customer,38,Business travel,Business,3889,5,4,4,4,4,5,4,4,satisfied
61029,Female,Loyal Customer,19,Personal Travel,Eco Plus,3365,2,2,3,5,5,3,3,3,neutral or dissatisfied
20260,Female,Loyal Customer,22,Business travel,Business,3518,5,5,3,5,2,3,1,5,satisfied
35257,Male,Loyal Customer,52,Business travel,Business,3581,4,4,4,2,1,3,2,4,satisfied
73176,Female,Loyal Customer,41,Business travel,Business,3768,3,4,4,4,4,4,4,4,satisfied
96691,Male,Loyal Customer,39,Business travel,Business,3421,3,4,4,4,4,4,4,5,satisfied
97556,Female,Loyal Customer,38,Business travel,Business,3474,2,4,4,2,2,2,2,3,neutral or dissatisfied
3160,Female,Loyal Customer,39,Business travel,Business,3576,3,2,4,3,3,4,3,3,satisfied
54609,Female,Loyal Customer,30,Business travel,Business,3499,1,5,5,5,5,4,4,5,satisfied
3373,Male,Loyal Customer,39,Business travel,Business,3169,3,2,5,4,4,4,4,3,satisfied
114683,Male,Loyal Customer,43,Business travel,Business,3774,1,4,5,5,5,5,5,4,satisfied
126912,Male,Loyal Customer,57,Business travel,Business,3285,3,4,3,3,3,2,3,1,neutral or dissatisfied
25908,Female,Loyal Customer,52,Business travel,Business,3309,5,4,5,5,5,5,5,3,satisfied
87731,Female,Loyal Customer,47,Business travel,Business,4502,3,4,4,4,5,5,4,4,satisfied
